titles,box_office,total
You've Got Mail,115.82149500000,115821495
Unbroken,115.63789500000,115637895
Spy!,110.82571200000,110825712
Due Date,100.53904300000,100539043
Step Brothers,100.46879300000,100468793
Jumanji,100.45831000000,100458310
The Mask of Zorro,93.82874500000,93828745
Space Cowboys,90.45404300000,90454043
Annie,85.91126200000,85911262
Cliffhanger,84.04921100000,84049211
Pete’s Dragon,74.82913100000,74829131
Broken Arrow,70.64599700000,70645997
World Trade Center,70.27889300000,70278893
The Kid,69.68838400000,69688384
Mona Lisa Smile,63.80310000000,63803100
The Dictator,59.65022200000,59650222
Eyes Wide Shut,55.69120800000,55691208
This Means War,54.76079100000,54760791
Focus,53.86296300000,53862963
Blade: Trinity,52.39738900000,52397389
Red Dawn,44.80678300000,44806783
We Are Marshall,43.54536400000,43545364
Everest,43.30945000000,43309450
Resident Evil: Retribution,42.34553100000,42345531
Primary Colors,39.01798400000,39017984
Fight Club,37.03010200000,37030102
Death Race,36.31603200000,36316032
The Long Kiss Goodnight,33.44761200000,33447612
Proof of Life,32.59893100000,32598931
Zathura,28.04554000000,28045540
The Missing,26.90033600000,26900336
Elektra,24.40972200000,24409722
Astro Boy,19.55106700000,19551067
"I, Frankenstein",19.07529000000,19075290
Hudson Hawk,17.21891600000,17218916
Sin City: A Dame to Kill For,13.75780400000,13757804
Lucky Numbers,10.01423400000,10014234
Oliver Twist,2.07092000000,2070920
Tian jiang xiong shi,0.07407000000,74070
Little Man,58.63604700000,58636047
Random Hearts,31.05492400000,31054924
Perfume: The Story of a Murderer,2.22329300000,2223293
Jurassic Park,395.70830500000,395708305
Austin Powers in Goldmember,213.11778900000,213117789
Hop,108.08530500000,108085305
Wyatt Earp,25.05200000000,25052000
Clear and Present Danger,122.01265600000,122012656
U-571,77.08603000000,77086030
The American President,60.02281300000,60022813
The Hateful Eight,54.11741600000,54117416
The Love Guru,32.20012200000,32200122
3000 Miles to Graceland,15.73863200000,15738632
Gone Girl,167.76718900000,167767189
Blades of Glory,118.59454800000,118594548
Maze Runner: The Scorch Trials,81.69719200000,81697192
2 Guns,75.61246000000,75612460
Mei Ren Yu,3.22945700000,3229457
Meet the Fockers,279.16757500000,279167575
The Lego Movie,257.78471800000,257784718
300,210.61493900000,210614939
Wild Hogs,168.21358400000,168213584
Marley & Me,143.15375100000,143153751
The Green Mile,136.80137400000,136801374
Chicken Little,135.38666500000,135386665
The Truman Show,125.61820100000,125618201
The Bourne Identity,121.46896000000,121468960
Couples Retreat,109.20566000000,109205660
Sully,108.21543200000,108215432
Goldeneye,106.42994100000,106429941
The Italian Job,106.12601200000,106126012
Daddy Day Care,104.14878100000,104148781
The General's Daughter,102.70585200000,102705852
The Prince of Egypt,101.41318800000,101413188
Collateral,100.17015200000,100170152
Cats & Dogs,93.37515100000,93375151
Two Weeks Notice,93.35491800000,93354918
Antz,90.75786300000,90757863
The Scorpion King,90.58000000000,90580000
Red,90.38016200000,90380162
Starsky & Hutch,88.20022500000,88200225
Days of Thunder,82.67073300000,82670733
Cheaper by the Dozen 2,82.57117300000,82571173
Eat Pray Love,80.57401000000,80574010
Jack Reacher,80.07073600000,80070736
Man on Fire,77.90681600000,77906816
The Family Man,75.76408500000,75764085
Contagion,75.65809700000,75658097
Any Given Sunday,75.53083200000,75530832
The Horse Whisperer,75.38356300000,75383563
Coraline,75.28622900000,75286229
Ladder 49,74.54170700000,74541707
Deep Blue Sea,73.64822800000,73648228
Michael Jackson's This Is It,72.09101600000,72091016
Kangaroo Jack,66.72321600000,66723216
The Happening,64.50687400000,64506874
London Has Fallen,62.52426000000,62524260
Rules of Engagement,61.32285800000,61322858
The Shaggy Dog,61.12356900000,61123569
Jingle All the Way,60.59238900000,60592389
Hellboy,59.62395800000,59623958
A Civil Action,56.70998100000,56709981
Joy,56.45123200000,56451232
ParaNorman,56.00305100000,56003051
The Jackal,54.95694100000,54956941
Paycheck,53.78931300000,53789313
Up Close & Personal,51.04580100000,51045801
The Tale of Despereaux,50.87714500000,50877145
The Boxtrolls,50.83730500000,50837305
The Tuxedo,50.58600000000,50586000
Jack Ryan: Shadow Recruit,50.57741200000,50577412
Under Siege 2: Dark Territory,50.02408300000,50024083
Miss Congeniality 2: Armed and Fabulous,48.47800600000,48478006
Alien: Resurrection,47.79501800000,47795018
Shooter,47.00358200000,47003582
Practical Magic,46.85055800000,46850558
Gangster Squad,46.00090300000,46000903
Year One,43.33727900000,43337279
Edge of Darkness,43.31389000000,43313890
Star Trek: Nemesis,43.25440900000,43254409
Reign of Fire,43.06198200000,43061982
Planet 51,42.19406000000,42194060
Duplicity,40.57282500000,40572825
Righteous Kill,40.08141000000,40081410
Invictus,37.49136400000,37491364
State of Play,37.01795500000,37017955
My Favorite Martian,36.85010100000,36850101
The Sentinel,36.28069700000,36280697
Trouble with the Curve,35.76313700000,35763137
Intolerable Cruelty,35.32762800000,35327628
The Relic,33.95660800000,33956608
Mercury Rising,32.98333200000,32983332
Almost Famous,32.52235200000,32522352
Analyze That,32.12224900000,32122249
The Soloist,31.72015800000,31720158
The Mortal Instruments: City of Bones,31.16542100000,31165421
The Legend of Bagger Vance,30.69522700000,30695227
Dragonfly,30.06380500000,30063805
Priest,29.13662600000,29136626
Garfield: A Tail of Two Kitties,28.42674700000,28426747
XXX: State of the Union,26.87393200000,26873932
Event Horizon,26.67324200000,26673242
Sinbad: Legend of the Seven Seas,26.48345200000,26483452
Dark Water,25.47309300000,25473093
The Avengers,23.38541600000,23385416
The Black Dahlia,22.67281300000,22672813
EDtv,22.50868900000,22508689
The Spirit,19.80618800000,19806188
The Last Castle,18.20807800000,18208078
Inkheart,17.30342400000,17303424
Supernova,14.21886800000,14218868
Flyboys,13.09063000000,13090630
Winter's Tale,12.60023100000,12600231
Holy Man,12.06971900000,12069719
Meet Dave,11.80325400000,11803254
The Great Raid,10.16650200000,10166502
Mortdecai,7.69613400000,7696134
In the Name of the King: A Dungeon Siege Tale,4.77565600000,4775656
Beyond Borders,4.42629700000,4426297
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,0.70998200000,709982
The Ridiculous 6,0.00000000000,0
Deadpool,363.07070900000,363070709
American Sniper,350.12637200000,350126372
Goosebumps,80.06945800000,80069458
Rambo III,53.71561100000,53715611
Sabrina,53.45831900000,53458319
Red Tails,49.87637700000,49876377
Just Like Heaven,48.31813000000,48318130
The Internship,44.67276400000,44672764
The Flintstones in Viva Rock Vegas,35.23136500000,35231365
Leatherheads,31.37393800000,31373938
Did You Hear About the Morgans?,29.58008700000,29580087
"Che, El Ar the Argentine",0.29370800000,293708
Sex and the City,152.64725800000,152647258
Resident Evil: Afterlife,60.12856600000,60128566
That's My Boy,36.93108900000,36931089
Devil's Advocate,61.00742400000,61007424
Ghost Rider: Spirit of Vengeance,51.77400200000,51774002
Dragonheart,51.36468000000,51364680
After the Sunset,28.32813200000,28328132
Captain Corelli's Mandolin,25.52849500000,25528495
Anger Management,135.56094200000,135560942
The Pacifier,113.00688000000,113006880
Walking Tall,46.21382400000,46213824
Monster Hunt,0.03276600000,32766
Forrest Gump,330.15113800000,330151138
Alvin and the Chipmunks,217.32697400000,217326974
Hitch,177.78425700000,177784257
Meet the Parents,166.22504000000,166225040
The Pursuit of Happyness,162.58603600000,162586036
Pocahontas,141.57977300000,141579773
Superman,134.21801800000,134218018
The Nutty Professor,128.81401900000,128814019
Captain Phillips,107.13641700000,107136417
George Of The Jungle,105.26325700000,105263257
American Wedding,104.35420500000,104354205
The Equalizer,101.53073800000,101530738
Casper,100.32819400000,100328194
Date Night,98.71140400000,98711404
Maid in Manhattan,93.93289600000,93932896
Crimson Tide,91.38719500000,91387195
Flightplan,89.70698800000,89706988
Disclosure,83.01508900000,83015089
City of Angels,78.75090900000,78750909
Paddington,76.22357800000,76223578
R.V.,71.72449700000,71724497
Stargate,71.56566900000,71565669
Kill Bill: Volume 1,70.09813800000,70098138
Mr. Poppers's Penguins,68.22445200000,68224452
Bowfinger,66.45876900000,66458769
Kill Bill: Volume 2,66.20792000000,66207920
Tango & Cash,63.40861400000,63408614
Death Becomes Her,58.42265000000,58422650
Shanghai Noon,56.93230500000,56932305
Executive Decision,56.67919200000,56679192
Free Birds,55.75048000000,55750480
Alien3,54.92717400000,54927174
The Forbidden Kingdom,52.07527000000,52075270
The Phantom of the Opera,51.22579600000,51225796
Muppets Most Wanted,51.17889300000,51178893
Evita,50.04717900000,50047179
Kubo and the Two Strings,46.89404800000,46894048
Ronin,41.61088400000,41610884
Burlesque,39.44065500000,39440655
The Ghost and the Darkness,38.56442200000,38564422
Changeling,35.73980200000,35739802
The Watch,34.35300000000,34353000
The Hunted,34.23400800000,34234008
Instinct,34.10520700000,34105207
Stuck On You,33.83274100000,33832741
Semi-Pro,33.47969800000,33479698
Crimson Peak,31.09032000000,31090320
The Pirates! Band of Misfits,31.05112600000,31051126
Aeon Flux,25.85798700000,25857987
Chain Reaction,21.22620400000,21226204
The Fan,18.58296500000,18582965
Elizabeth: The Golden Age,16.28524000000,16285240
Imagine That,16.12332300000,16123323
Gods and Generals,12.88293400000,12882934
Turbulence,11.53277400000,11532774
Bullet to the Head,9.48982900000,9489829
All the King's Men,7.22145800000,7221458
Thunderbirds,6.76805500000,6768055
A Very Long Engagement,6.16781700000,6167817
Lucky You,5.75528600000,5755286
Lolita,1.14778400000,1147784
Eye See You,0.07916100000,79161
Superman II,108.18570600000,108185706
Blade 2,81.67688800000,81676888
"You, Me and Dupree",75.80201000000,75802010
Seven Pounds,69.95182400000,69951824
The Godfather: Part III,66.52052900000,66520529
Elizabethtown,26.85042600000,26850426
Gigli,6.08754200000,6087542
Shaft,70.32786800000,70327868
The Dukes of Hazzard,80.27022700000,80270227
Law Abiding Citizen,73.35772700000,73357727
Black Mass,62.57567800000,62575678
Anastasia,58.40340900000,58403409
Moulin Rouge,57.38636900000,57386369
Domestic Disturbance,45.20711200000,45207112
Flags of Our Fathers,33.60237600000,33602376
Grindhouse,25.03103700000,25031037
Beloved,22.85248700000,22852487
Zero Dark Thirty,95.72071600000,95720716
Catch Me if You Can,164.60680000000,164606800
Mamma Mia!,144.13006300000,144130063
The Break-Up,118.70327500000,118703275
Valentine's Day,110.48565400000,110485654
Casino,42.43830000000,42438300
The Change-Up,37.08147500000,37081475
The Thin Red Line,36.40049100000,36400491
Man on the Moon,34.58063500000,34580635
From Paris With Love,24.07742700000,24077427
Bulletproof Monk,23.01060700000,23010607
"Me, Myself & Irene",90.57099900000,90570999
Barnyard: The Original Party Animals,72.77900000000,72779000
Deck the Halls,35.09356900000,35093569
The Adjustment Bureau,62.49564500000,62495645
The Twilight Saga: New Moon,296.62363400000,296623634
Shrek,267.65501100000,267655011
Ted,218.66574000000,218665740
22 Jump Street,191.71933700000,191719337
Robin Hood: Prince of Thieves,165.49390800000,165493908
Jerry Maguire,153.95259200000,153952592
Daddy’s Home,150.35713700000,150357137
As Good as it Gets,148.47801100000,148478011
Patch Adams,135.01496800000,135014968
Into the Woods,128.00237200000,128002372
Central Intelligence,127.44087100000,127440871
Anchorman 2: The Legend Continues,127.35270700000,127352707
Super 8,127.00417900000,127004179
Mr. Deeds,126.29345200000,126293452
Erin Brockovich,125.54868500000,125548685
How to Lose a Guy in 10 Days,105.80752000000,105807520
Interview with the Vampire: The Vampire Chronicles,105.26460800000,105264608
Yes Man,97.69097600000,97690976
Non-Stop,91.74216000000,91742160
Stepmom,91.13766200000,91137662
Disney Planes,90.28258000000,90282580
Failure to Launch,88.71519200000,88715192
Inside Man,88.63423700000,88634237
"Crazy, Stupid, Love",84.35119700000,84351197
Payback,81.52612100000,81526121
Congo,81.02233300000,81022333
Knowing,79.95763400000,79957634
The Ring Two,75.94172700000,75941727
We Bought a Zoo,75.62455000000,75624550
Moneyball,75.60549200000,75605492
Garfield,75.36769300000,75367693
Christmas with the Kranks,73.70190200000,73701902
V for Vendetta,70.51103500000,70511035
Outbreak,67.82357300000,67823573
Race to Witch Mountain,67.17259400000,67172594
The Forgotten,66.71189200000,66711892
Herbie: Fully Loaded,66.01068200000,66010682
Shanghai Knights,60.47022000000,60470220
Planes: Fire and Rescue,59.15773200000,59157732
Curious George,58.64011900000,58640119
American Reunion,56.75883500000,56758835
Hansel & Gretel: Witch Hunters,55.70347500000,55703475
I am Number Four,55.10043700000,55100437
Don’t Say a Word,54.99747600000,54997476
13 Hours: The Secret Soldiers of Benghazi,52.85321900000,52853219
Unfaithful,52.75247500000,52752475
Syriana,50.82462000000,50824620
Resident Evil: Apocalypse,50.74007800000,50740078
The Book of Life,50.15154300000,50151543
Absolute Power,50.06831000000,50068310
Firewall,48.75118900000,48751189
The Game,48.26558100000,48265581
G.I. Jane,48.16915600000,48169156
Into the Storm,47.60219400000,47602194
The Judge,47.11938800000,47119388
Silent Hill,46.98263200000,46982632
The Replacements,44.73705900000,44737059
The Negotiator,44.70576600000,44705766
War Dogs,42.81611900000,42816119
Beverly Hills Cop III,42.58686100000,42586861
Gremlins 2: The New Batch,41.47609700000,41476097
The Peacemaker,41.26314000000,41263140
Out of Time,41.08310800000,41083108
Bridget Jones: The Edge Of Reason,40.20302000000,40203020
The Beach,39.77859900000,39778599
The Adventures of Sharkboy and Lavagirl in 3-D,39.17768400000,39177684
On Deadly Ground,38.59045800000,38590458
Ninja Assassin,38.12288300000,38122883
Raising Helen,37.48552800000,37485528
The Nice Guys,36.26176300000,36261763
For Love of the Game,35.18864000000,35188640
Jack Frost,34.64537400000,34645374
Marmaduke,33.64478800000,33644788
Striptease,33.10974300000,33109743
Hereafter,32.74694100000,32746941
Murder by Numbers,31.87486900000,31874869
Assassins,30.30626800000,30306268
Zoolander 2,28.84869300000,28848693
Defiance,28.64481300000,28644813
Hannibal Rising,27.66972500000,27669725
The Story of Us,27.10003000000,27100030
The Host,26.62370100000,26623701
Basic,26.59924800000,26599248
Run All Night,26.46164400000,26461644
Blood Work,26.19951700000,26199517
The International,25.45052700000,25450527
Escape from L.A.,25.42686100000,25426861
Twisted,25.19505000000,25195050
The Life Aquatic with Steve Zissou,24.00672600000,24006726
The Iron Giant,23.15930500000,23159305
Your Highness,21.59644500000,21596445
Dream House,21.30234000000,21302340
Free State of Jones,20.81003600000,20810036
Gamer,20.53490700000,20534907
Man of the House,19.69970600000,19699706
The Life of David Gale,19.69463500000,19694635
Snowden,19.46307800000,19463078
Beautiful Creatures,19.45213800000,19452138
Into the Blue,18.78222700000,18782227
Eastern Promises,17.18126500000,17181265
Baby's Day Out,16.58157500000,16581575
The Messenger: The Story of Joan of Arc,14.27129700000,14271297
Fair Game,11.49749700000,11497497
Drive Angry,10.72103300000,10721033
Mad City,10.56103800000,10561038
The Scarlet Letter,10.35900600000,10359006
Domino,10.16920200000,10169202
Jade,9.81287000000,9812870
Street Fighter: The Legend of Chun-Li,9.13503600000,9135036
Death to Smoochy,8.35581500000,8355815
The Boat That Rocked,8.01746700000,8017467
The Big Bounce,6.47139400000,6471394
What Planet Are You From?,6.29160200000,6291602
Child 44,1.22433000000,1224330
Outlander,0.16600300000,166003
Upside Down,0.10211800000,102118
